,job_title,company_name,country,city,job_type,work_location,experience_level,yrs_exp,industry_and_skills,label
403,Senior Mobile Developer,Cashcall,Egypt,Cairo,Full Time,Hybrid,Experienced,3+,"R&D/Science, IT/Software Development, Agile Software, Computer Science, Android, Engineering, Information Technology (IT), Software Development, Software Engineering, Software",0
404,Senior Django Developer,Confidential,Egypt,Cairo,Full Time,Hybrid,Experienced,3 - 6,"IT/Software Development, Django, Django Framework, Software Development, Front-End Development, front-end web development, Back-End Development, Development, Computer Science, Software Engineering",2
405,Senior Application Support,Shifa Egypt,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"Administration, IT/Software Development, Analysis, application, Application Support, computer, Computer Science, Customer Service, Information Systems, Information Technology (IT)",2
406,Software Technical Lead,HMASERV LLC,Egypt,Alexandria,Full Time,Hybrid,Manager,5+,"IT/Software Development, PHP, JavaScript, Kotlin, Android, Software Architecture, Information Technology (IT), Software, Computer Science, Programming",2
407,"ERP Project Lead & Support "" Implementer """,T&D Design,Egypt,Cairo,Full Time,On-site,Experienced,5 - 7,"IT/Software Development, Project/Program Management, Engineering - Telecom/Technology, Technical Support, ERP, ERP Implementation, Microsoft SQL Server 2012, Odoo ERP, Computer Science, Odoo",2
408,IT Director,Confidential,Egypt,Monufya,Full Time,On-site,Senior Management,15+,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), IT Infrastructure, Project Management, computer, Computer Science, Engineering, IT",0
409,Product Owner,NOK for Human Capital Solutions,Egypt,Cairo,Full Time,On-site,Experienced,2 - 5,"IT/Software Development, Project/Program Management, Engineering - Telecom/Technology, Computer Science, Development, Agile, Information Technology (IT), Project, Java, Software Development",0
410,VIE/Pangeo Data Governance Specialist M/W,VEOLIA,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Analyst/Research, Sales/Retail, analysis, indoor sales, outdoor sales, sales",1
411,Quality Assurance Specialist,Ecomaster,Egypt,Giza,Full Time,On-site,Entry Level,1 - 3,"Business Development, Operations/Management, Quality, QA, quality, Quality Assurance, Science",2
412,Senior Backend Developer,Travolic.LLc,Egypt,Cairo,Full Time,Hybrid,Experienced,3 - 5,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, API, Computer Science, JavaScript, Express.js, NestJS., Node.js, RESTful APIs",2
413,"Senior Automation Quality Engineer (Selenium, Appium, REST Assured)",Money Loop ,Egypt,Cairo,Full Time,Hybrid,Experienced,5 - 8,"IT/Software Development, Quality, Engineering - Telecom/Technology, Automation, Automation Testing, Computer Science, Selenium, QA, quality, Quality Control",2
414,Odoo Developer / Implementer,SERA Mattress & Furniture ,Egypt,Cairo,Full Time,On-site,Entry Level,1 - 3,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Odoo, Programming, JavaScript, MVC, HTML, XML, Software Development",2
415,Software Tester,qTech. ,Egypt,Dakahlia,Full Time,On-site,Entry Level,1+,"IT/Software Development, Quality, Engineering - Telecom/Technology, Quality Assurance, Quality Control, Engineering, Quality, SQL, Zephyr, Testing",2
416,Quality Control Lab Chemist,KALINE COSMETICS ,Egypt,Giza,Full Time,On-site,Experienced,1 - 3,"R&D/Science, Quality, Chemistry, Laboratory, QC, Quality Control, Research, Science, English",2
417,Full Stack .Net Developer,Confidential,Egypt,Cairo,Full Time,Remote,Experienced,4 - 10,"IT/Software Development, Engineering - Telecom/Technology, .Net, Angular, Full Stack, SQL, ASP.net MVC, ASP.Net Web API, Full Stack Development, Visual Studio .net",2
418,System Administrator,Dough and More Food Industries,Egypt,Giza,Full Time,On-site,Experienced,3 - 6,"males_only, IT/Software Development, Engineering - Telecom/Technology, Administration, IT, Microsoft Windows, Network Administration, Engineering, Computer Science, System Administration",2
419,Odoo Developer,GMC,Egypt,Cairo,Full Time,On-site,Experienced,2 - 5,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Android, Computer Science, Development, Engineering, Information Technology (IT), Mobile Development, Odoo",0
420,Backend Developer (Laravel),Bright Creations,Egypt,Giza,Full Time,Hybrid,Entry Level,2+,"IT/Software Development, Engineering - Telecom/Technology, Engineering, APIs, Laravel, PHP, Back-End Development, Full Stack Development, Computer Science, Information Technology (IT)",0
421,Network Technical Support,IT Pillars,Egypt,Cairo,Full Time,On-site,Experienced,2 - 4,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Software Development, Technical Support, IT Support, Networks, Customer Service, Customer Care",1
422,DAZU Pay - Python Developer (FinTech),Bright Creations,Egypt,Giza,Full Time,Hybrid,Entry Level,2+,"IT/Software Development, Engineering - Telecom/Technology, Python, Django, Flask, Python Scripting, Web Scraping, WWeb Scraping, CI, Computer Science",2
423,DAZU - ReactJS Frontend Developer,Bright Creations,Egypt,Giza,Full Time,Hybrid,Entry Level,2+,"IT/Software Development, Engineering - Telecom/Technology, Sass, JavaScript, CSS, UI, Frontend, HTML5, Software Development, Vue.js",2
424,IT Manager,MAC EGYPT REAL ESTATE CO.,Egypt,Cairo,Full Time,On-site,Manager,10 - 15,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), IT, Computer Science, Computer Engineering",0
425,Software QC Lead,Confidential,Egypt,Cairo,Full Time,On-site,Experienced,4 - 5,"IT/Software Development, Quality, Agile, Automation, Computer Science, Quality Assurance, Quality Control, Selenium, Software Development, Software Testing",2
426,Backend Engineer (Node.js/Express),Raad Alfaris Information Technology Co,Egypt,Cairo,Full Time,Remote,Experienced,3+,"IT/Software Development, Agile, Information Technology (IT), Software Development, Software Engineering, Node.js, Express.js, APIs, Computer Science, Software",0
427,Junior PHP Developer,Confidential,Egypt,Alexandria,Full Time,On-site,Entry Level,1 - 4,"IT/Software Development, Engineering - Telecom/Technology, MySQL, Computer Science, Docker, Laravel Framework, Laravel, Nginx, Elasticsearch, Logstash",2
428,IT System Administrator,Selah ElTelmeez For Publishing & printing,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, MCSA, CCNA, Communication, Computer Science, Engineering, Information Technology (IT), System Administration",0
429,IT Remote Support ( Port said ),Elaraby Group,Egypt,PortSaid,Full Time,On-site,Experienced,1 - 2,"IT/Software Development, Other, Engineering - Telecom/Technology, Information Technology (IT), Technical Support, Support, Information Systems, Computer Science",0
430,IT Remote Support,Elaraby Group,Egypt,Cairo,Full Time,On-site,Experienced,1 - 2,"IT/Software Development, Other, Engineering - Other, Information Technology (IT), Technical Support, Support, Information Systems, Computer Science",0
431,Senior Backend Developer (Laravel and Symfony),TechJump,Egypt,Alexandria,Full Time,Hybrid,Experienced,2 - 6,"IT/Software Development, Engineering - Telecom/Technology, Computer Science, developer, Full Stack Developer, Full Stack",2
432,Senior Oracle ADF devloper,Informatique Education,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"IT/Software Development, Operations/Management, Engineering - Telecom/Technology, ADF, Computer Science, Design, Information Technology (IT), Testing, Oracle, JSF",2
433,Senior Network Administrator,Bayt El Khebra,Egypt,Cairo,Full Time,On-site,Experienced,5 - 10,"males_only, IT/Software Development, Engineering - Telecom/Technology, CCNA, Cisco, CCNP, Communication skills, Information Technology (IT), Security, Software, English",2
434,Product Specialist - ( Nasr City - New Cairo),PRT Scientific Office,Egypt,Cairo,Full Time,On-site,Entry Level,0 - 5,"Medical/Healthcare, Sales/Retail, Pharmaceutical, Pharmacy, Veterinary, Medicine, Sales, Customer Service, Pharmaceutical, Cosmetics",2
435,PHP Developer,Dimofinf Operations Center,Egypt,Cairo,Full Time,Hybrid,Experienced,4 - 6,"IT/Software Development, Engineering - Telecom/Technology, API, Computer Science, Engineering, PHP, MySQL, Software Development, Laravel, RESTful APIs",2
436,PHP Developer,Softxpert Incorporation ,Egypt,Alexandria,Full Time,Hybrid,Experienced,1 - 3,"IT/Software Development, Computer Science, Engineering, Information Technology (IT), Laravel, Software, Software Development, Software Engineering, PHP",0
437,PHP Software Developer with Symfony and Laravel Expertise,Charisma Design,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"IT/Software Development, Engineering - Telecom/Technology, Agile, Computer Science, API, Information Technology (IT), PHP, Laravel, Software Development",0
438,QA Documentation Officer,APEX Pharma,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"Quality, Pharmaceutical, QA, GMP, quality, Quality Assurance, GDP, Pharmacy, Science",2
439,Communication Engineer,Talaat Moustafa Group,Egypt,Cairo,Full Time,On-site,Entry Level,1 - 3,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Real Estate, Microsoft Office, Communication Engineering, Computer Engineering, Real-Estate, Troubleshooting",0
440,Senior Software QC Engineer (Automation - Performance),quTIP,Egypt,Cairo,Full Time,On-site,Experienced,3 - 8,"IT/Software Development, Microsoft stack, Computer Science, Business Intelligence, BI",2
441,IT Manager,El Teriak Industrial Group,Egypt,Giza,Full Time,On-site,Manager,10+,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Information Technology (IT), Computer Science, Engineering, Telecommunication, Information Systems, IT Operations, Systems Administration",0
442,Quality Assurance Engineer,Confidential,Egypt,Giza,Full Time,Remote,Entry Level,1+,"IT/Software Development, Engineering - Telecom/Technology, Quality Assurance, Software, Testing, Computer Engineering, Computer Science, ISTQB, QA, SQL",0
443,Junior IT Technician,Mico World Limited,Egypt,Cairo,Full Time,On-site,Entry Level,1+,"males_only, Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, English, Hardware, Computer Science, Information Technology (IT), Software Development, Software, Software Engineering",0
444,Senior .NET Backend Software Engineer - On-site,Microwize,Egypt,Cairo,Full Time,On-site,Experienced,5 - 10,"IT/Software Development, Engineering - Telecom/Technology, Communication skills, Computer Science, Information Technology (IT), Software Development, IT, Team Player, backend, English",0
445,Technical Support Engineer,Confidential,Egypt,Cairo,Full Time,On-site,Experienced,1 - 1,"IT/Software Development, CCNA, MCSA, Communication skills, Computer Science, IT, Technical Support",2
446,Filling & Packaging Specialist,EVA Cosmetics ,Egypt,Giza,Full Time,On-site,Entry Level,1 - 3,"Logistics/Supply Chain, Manufacturing/Production, Purchasing/Procurement, Packaging, Science, Cosmetics, Architecture, Manufacturing, Pharmaceutical Industry, Pharmacy",2
447,Engineer (Maintenance) /Maintenance Technician- Mobile (Hegaz & Maadi),Raya Distribution,Egypt,Cairo,Full Time,On-site,Experienced,0 - 2,"Customer Service/Support, Sales/Retail, Engineering - Telecom/Technology, Computer Science, Engineering, Communication, quality, Repair, technical",1
448,Senior Systems administrator,Nile University,Egypt,Giza,Full Time,On-site,Experienced,7 - 10,"IT/Software Development, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Engineering, System Administration, Network Administration, CCNA, English, Microsoft Office",0
449,Sales Specialist,Horizon Chemical for Special Chemicals ,Egypt,Alexandria,Full Time,On-site,Entry Level,0 - 2,"Customer Service/Support, Marketing/PR/Advertising, Sales/Retail, sales skills, Chemicals, Chemistry, Communication, Customer Service, Engineering, Negotiation",1
450,QC Lab Chemist,Confidential,Egypt,Giza,Full Time,On-site,Experienced,1 - 3,"males_only, Quality, Science, QC, Chemistry, Quality Control",2
451,Product Owner,Bydotpy,Egypt,Cairo,Full Time,On-site,Experienced,3+,"IT/Software Development, Agile, Computer Science, Information Technology (IT), Product Owner, Software, Software Development",0
452,Odoo Functional Consultant,Boutiqaat,Egypt,Cairo,Full Time,On-site,Experienced,3 - 7,"Accounting/Finance, IT/Software Development, Engineering - Telecom/Technology, Analysis, business, Business Analysis, ERP, Functional, Information Technology (IT), Odoo",2
453,Senior Python Developer (Django - PHP),Confidential,Egypt,Giza,Full Time,Hybrid,Experienced,5+,"IT/Software Development, Engineering - Telecom/Technology, Python, Computer Science, Django, PHP, REST, Information Technology (IT), Software Development, English",0
454,Application Support Engineer,LinkIT,Egypt,Damietta,Full Time,On-site,Experienced,1 - 3,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, ERP, Software House, Software Pre-Sales, English, Software, Computer Science, Information Technology (IT)",0
455,Senior .NET Backend Developer,Kick Start Interactive,Egypt,Giza,Full Time,Hybrid,Experienced,4+,"IT/Software Development, Engineering - Telecom/Technology, .Net, Agile, Computer Science, Git, Microsoft SQL Server, Information Technology (IT), SQL, C#",2
